OTU ID	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
New.CleanUp.ReferenceOTU40265	Nectria_cinnabarina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Nectriaceae;g__Nectria;s__Nectria_cinnabarina	Nectria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	NULL	Possible	NULL	Hirooka Y, et al. 2012. Studies in Mycology 71:1-210; Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU405098	Mycocalia_denudata|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricaceae;g__Mycocalia;s__Mycocalia_denudata	Mycocalia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU406842	Pythium_aristosporum|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Pythium;g__Pythium aristosporum;s__Pythium_aristosporum	Pythium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU411681	Cryptococcus_amylolentus|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_amylolentus	Cryptococcus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Undefined Saprotroph	Yeast	NULL	Possible	NULL	Andrews JH, et al. 1983. Phytopathology 73:228-234; Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
New.CleanUp.ReferenceOTU419481	Moniliophthora_perniciosa_FA553|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Marasmiaceae;g__Crinipellis;s__Moniliophthora_perniciosa_FA553	Moniliophthora	13	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	NULL	NULL	Possible	Speices in this genus cause of witches broom or frosty pod rot of cacao (Basso et al. 2016)	Basso et al. 2016. Mycologia 108:869-881 (Plant Pathogen); Tedersoo L, et al. 2014. Science 346:1256688 (Saprotroph)
New.CleanUp.ReferenceOTU420190	Kondoa_changbaiensis|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricostilbaceae;g__Bensingtonia;s__Kondoa_changbaiensis	Agaricostilbaceae	9	Saprotroph	Undefined Saprotroph	NULL	NULL	Possible	Probably saprobic, usually associated with dead palm tissues (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU420237	Holwaya_mucida_subsp_nipponica|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Leotiomycetes;g__Helotiales;s__Holwaya_mucida_subsp_nipponica	Holwaya	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU421099	Syncephalis_depressa|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Piptocephalidaceae;g__Syncephalis;s__Syncephalis_depressa	Syncephalis	13	Pathotroph	Fungal Parasite	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU423451	Mycocalia_denudata|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricaceae;g__Mycocalia;s__Mycocalia_denudata	Mycocalia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU425978	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascobolaceae;g__uncultured;s__uncultured_eukaryote	Ascobolaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph-Wood Saprotrop	NULL	NULL	Probable	NULL	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU42959	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU430253	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascobolaceae;g__uncultured;s__uncultured_eukaryote	Ascobolaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph-Wood Saprotrop	NULL	NULL	Probable	NULL	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU436799	Talaromyces_minioluteus|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_minioluteus	Talaromyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU440290	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascobolaceae;g__uncultured;s__uncultured_eukaryote	Ascobolaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph-Wood Saprotrop	NULL	NULL	Probable	NULL	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU441216	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascobolaceae;g__uncultured;s__uncultured_eukaryote	Ascobolaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph-Wood Saprotrop	NULL	NULL	Probable	NULL	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU443076	Pythium_violae|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Pythium;g__Pythium violae;s__Pythium_violae	Pythium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU44332	Genea_harknessii|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pyronemataceae;g__Genea;s__Genea_harknessii	Genea	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
New.CleanUp.ReferenceOTU44449	Pythium_aristosporum|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Pythium;g__Pythium aristosporum;s__Pythium_aristosporum	Pythium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU445434	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU445630	Candida_ancudensis|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Candida;s__Candida_ancudensis	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endosymbiont-Undefined Saprotroph	Yeast	NULL	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	Manolakaki D, et al. 2010. Virulence. 1: 367-375
New.CleanUp.ReferenceOTU447172	Pythium_violae|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Pythium;g__Pythium violae;s__Pythium_violae	Pythium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU448688	Holwaya_mucida_subsp_nipponica|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Leotiomycetes;g__Helotiales;s__Holwaya_mucida_subsp_nipponica	Holwaya	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU449938	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU451878	Peziza_polaripapulata|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pezizaceae;g__Peziza;s__Peziza_polaripapulata	Peziza	13	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph	Pezizoid	NULL	Possible	Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (pro parte)
New.CleanUp.ReferenceOTU453418	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU45347	Sterigmatomyces_halophilus|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricostilbaceae;g__Sterigmatomyces;s__Sterigmatomyces_halophilus	Agaricostilbaceae	9	Saprotroph	Undefined Saprotroph	NULL	NULL	Possible	Probably saprobic, usually associated with dead palm tissues (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU453769	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU454645	Pythium_aristosporum|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Pythium;g__Pythium aristosporum;s__Pythium_aristosporum	Pythium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU455196	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU45528	Cryptococcus_amylolentus|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_amylolentus	Cryptococcus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Undefined Saprotroph	Yeast	NULL	Possible	NULL	Andrews JH, et al. 1983. Phytopathology 73:228-234; Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
New.CleanUp.ReferenceOTU455490	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU456109	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU457331	Tapinella_atrotomentosa|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tapinellaceae;g__Tapinella;s__Tapinella_atrotomentosa	Tapinella	13	Saprotroph	Wood Saprotroph	NULL	Brown Rot	Probable	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU458987	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU459106	Racocetra_castanea|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Racocetraceae;g__Racocetra;s__Racocetra_castanea	Racocetra	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531
New.CleanUp.ReferenceOTU462968	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascobolaceae;g__uncultured;s__uncultured_eukaryote	Ascobolaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph-Wood Saprotrop	NULL	NULL	Probable	NULL	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU463729	Piskurozyma_capsuligena|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Filobasidiaceae;g__Filobasidium;s__Piskurozyma_capsuligena	Filobasidium	13	Saprotroph	Undefined Saprotroph	Facultative Yeast	NULL	Highly Probable	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
New.CleanUp.ReferenceOTU466796	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU479366	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU489983	Aphanomyces_sp_84-1240|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Aphanomyces;g__Aphanomyces sp. 84-1240;s__Aphanomyces_sp_84-1240	Aphanomyces	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU501561	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU503035	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU506093	Candida_ancudensis|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Candida;s__Candida_ancudensis	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endosymbiont-Undefined Saprotroph	Yeast	NULL	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	Manolakaki D, et al. 2010. Virulence. 1: 367-375
New.CleanUp.ReferenceOTU507644	uncultured_Auriculariaceae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricomycotina;g__Agaricomycetes;s__uncultured_Auriculariaceae	Auriculariaceae	9	Pathotroph-Saprotroph	Plant Parasite-Wood Saprotroph	Auriculariod	NULL	Probable	Saprobic, occasionally weakly parasitic, on wood of both gymnosperms and angiosperms (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU507849	Genea_harknessii|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pyronemataceae;g__Genea;s__Genea_harknessii	Genea	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
New.CleanUp.ReferenceOTU50860	Tremella_ramalinae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellaceae;g__Tremella;s__Tremella_ramalinae	Tremella	13	Pathotroph	Fungal Parasite-Lichen Parasite	Facultative Yeast-Microfungus-Tremelloid	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU510962	Dactylella_oxyspora|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Orbiliaceae;g__Dactylella;s__Dactylella_oxyspora	Dactylella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU511115	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU512003	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU51391	Syncephalis_depressa|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Piptocephalidaceae;g__Syncephalis;s__Syncephalis_depressa	Syncephalis	13	Pathotroph	Fungal Parasite	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU51538	Holwaya_mucida_subsp_nipponica|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Leotiomycetes;g__Helotiales;s__Holwaya_mucida_subsp_nipponica	Holwaya	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU518649	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascobolaceae;g__uncultured;s__uncultured_eukaryote	Ascobolaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph-Wood Saprotrop	NULL	NULL	Probable	NULL	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
